"original_path","target_path","bucket","classification","git_state","extension","size_bytes","width","height","sha256","reference_locations","category","atlas_group","action","reason"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_02.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_02.png","art_source","protected_source","tracked_or_staged",".png","1257292","1672","941","a103fe03e7c2c8e8d5dd44cf0361925c2d2bc5afa32b12fc083d0a51cd7a583a","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_03.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_03.png","art_source","protected_source","tracked_or_staged",".png","1256165","1672","941","b6ea6e869eac4c05bbec205474e24dfa578910315dc44528872acb677a531f70","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_04.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_04.png","art_source","protected_source","tracked_or_staged",".png","1255500","1672","941","1e19dd60bb0fe903c7ff159fd09a603263d90264f70fae29cabfdedda5cc0e4c","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_05.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_05.png","art_source","protected_source","tracked_or_staged",".png","1255431","1672","941","1f854eebd4d6e7e3b459274dd4bb5f8a5e545af1feb3415e885b33a497c9ce0c","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_06.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_06.png","art_source","protected_source","tracked_or_staged",".png","1256340","1672","941","148614adcafa984c9f7e2000eafd8f97c99926abe837ab3ecbb35e9e0e3b9e29","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_07.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_07.png","art_source","protected_source","tracked_or_staged",".png","1257119","1672","941","52fa3ab392f3001c88f5f4b05e857653af3f2602d9064ab419aebc4226c518c7","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_08.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_08.png","art_source","protected_source","tracked_or_staged",".png","1256820","1672","941","e9a04a2fad0612ff05a984ba09351888f9f2cb13083f55a8d76967b300c5d7a4","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_09.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_09.png","art_source","protected_source","tracked_or_staged",".png","1257234","1672","941","ef94cf4163ea642319896d65866e252f98332218db2c39636b250f4b499556bf","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_10.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_10.png","art_source","protected_source","tracked_or_staged",".png","1258641","1672","941","dd255a8ffa0e420e0273d1116ff5636d891a9f62f79edd5ba48b073d697c67ce","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/frames/frame_11.png","art_source/fx_references/弹道效果全景循环_12帧_v01/frames/frame_11.png","art_source","protected_source","tracked_or_staged",".png","1259519","1672","941","9c1aee5109fd9f21971bc075f45af98cfb7c78385d4955666a642ba7345ba4ee","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/弹道效果全景循环_12帧.mp4","art_source/fx_references/弹道效果全景循环_12帧_v01/弹道效果全景循环_12帧.mp4","art_source","protected_source","tracked_or_staged",".mp4","437626","","","2a1b47f6efd78db2422d4c2ef1d130022ecc32fe7ea240ea548be7fcb9cdbd0f","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/弹道效果全景循环_12帧_预览.gif","art_source/fx_references/弹道效果全景循环_12帧_v01/弹道效果全景循环_12帧_预览.gif","art_source","protected_source","tracked_or_staged",".gif","2369366","1114","628","e8adf48caf6a6b46a00745dc4c0aaec5cd42507ede652e3c9ee6e233ea4c9136","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景循环_12帧_v1/弹道效果全景循环_四相位检查图.jpg","art_source/fx_references/弹道效果全景循环_12帧_v01/弹道效果全景循环_四相位检查图.jpg","art_source","protected_source","tracked_or_staged",".jpg","472227","1672","940","064629580979aca5eb5534763d60d08d5cd5c98798bbe3e915c821b8b9fda826","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景主体循环_12帧_v2/frames/frame_00.png","art_source/fx_references/弹道效果全景主体循环_12帧_v02/frames/frame_00.png","art_source","protected_source","tracked_or_staged",".png","1080374","1672","941","2383ff2d52bc1b5db9c5cecdc866f2843d037c5e20f0374d80a05c952859874c","","","","move_art_source","protected_new_fx_reference"
"assets/fx/弹道效果全景主体循环_12帧_v2/frames/frame_01.png","art_source/fx_references/弹道效果全景主体循环_12帧_v02/frames/frame_01.png","art_source","protected_source","tracked_or_staged",".png","1080819","1672","941","e4879db3951812d9566b7eb42cf06a7f0d15ff508f12cc48738cb145ed45c22d","","","","move_art_source","protected_new_fx_reference"
